municipality_code,municipality_name,indicator_id,raw_value,source
0106,Castelo de Paiva,prop_vagos_bom_estado,60.79027,static
0106,Castelo de Paiva,racio_vendas_estrangeiros,1,static
0106,Castelo de Paiva,risco_galgamentos_costeiros,0,static
0106,Castelo de Paiva,risco_incendio_rural,74.567,static
0106,Castelo de Paiva,risco_inundacao,0,static
0106,Castelo de Paiva,risco_movimento_massa,27.953,static
0106,Castelo de Paiva,risco_nevao,0.203,static
0106,Castelo de Paiva,risco_ondas_calor,50,static
0106,Castelo de Paiva,risco_ondas_frio,66.667,static
0106,Castelo de Paiva,risco_seca,33.333,static
0106,Castelo de Paiva,risco_sismo,33.333,static
0106,Castelo de Paiva,risco_tsunami,0,static
0106,Castelo de Paiva,taxa_bruta_natalidade,5.6,static
0106,Castelo de Paiva,taxa_crescimento_efetivo,-0.34,static
0106,Castelo de Paiva,taxa_desemprego,7.06,static
0106,Castelo de Paiva,taxa_esforco_arrendamento,25.3540856,static
0106,Castelo de Paiva,valor_mediano_vendas_m2,886,static
0107,Espinho,acessos_internet_banda_larga,42.56,static
0107,Espinho,certificacao_energetica_cf,38.10848401,static
0107,Espinho,coeficiente_gini,44.5,static
0107,Espinho,consumo_energia_eletrica,1284.1,static
0107,Espinho,densidade_populacional,1554.4,static
0107,Espinho,disparidade_ganho_mensal,8.7,static
0107,Espinho,duracao_pendulares,19.23,static
0107,Espinho,emissoes_gee_edificios,6.67,static
0107,Espinho,emissoes_gee_transportes,59.97,static
0107,Espinho,empresas_volume_negocios,161652.4,static
0107,Espinho,indice_envelhecimento_edificios,935.3,static
0107,Espinho,percentagem_poder_compra,0.306,static
0107,Espinho,prop_agregados_unipessoais,24.04,static
0107,Espinho,prop_alojamentos_arrendados,0.0841,static
0107,Espinho,prop_alojamentos_locais,5.8,static
0107,Espinho,prop_alojamentos_nao_classicos,0.02,static
0107,Espinho,prop_alojamentos_sobrelotados,13.3829889476213,static
0107,Espinho,prop_alojamentos_vagos,10.1,static
0107,Espinho,prop_ar_condicionado,4.717283357,static
0107,Espinho,prop_edificios_fora_urbano,2.1,static
0107,Espinho,prop_ensino_secundario,42.78,static
0107,Espinho,prop_habitacao_social,4.900101163,static
0107,Espinho,prop_mais_20min_escola,30.5,static
0107,Espinho,prop_mais_30min_hospital,1,static
0107,Espinho,prop_modo_pedonal,22,static
0107,Espinho,prop_nacionalidade_estrangeira,0.055,static
0107,Espinho,prop_necessidade_reparacao,18.77,static
0107,Espinho,prop_pop_65_mais,28.26,static
0107,Espinho,prop_reabilitacao_edificado,14,static
0107,Espinho,prop_risco_pobreza,18.82255846,static
0107,Espinho,prop_sem_aquecimento,37.38,static
0107,Espinho,prop_transporte_coletivo,13.5,static
0107,Espinho,prop_vagos_bom_estado,60.57811,static
0107,Espinho,racio_vendas_estrangeiros,1,static
0107,Espinho,risco_galgamentos_costeiros,22.403,static
