DICO;Localizacao;pop_risco_pobreza;proporcao_al;txt_esforco_2023;variacao_txt_esforco_2017_2023;prop_fogos_hab_social;aru_oru;prop_drenagem_agua;prop_abast_agua;r_edi_habfa;certificacao_a_c;emicao_co2_transportes;cheias_inu;incendios;inund_galg;movi_massa;nevoes_pon;onda_de_calor;onda_de_fr;seca_ponde;sismo_pord;tsunami_po;ventos_for
1103;Azambuja;16,46002621;1,68;34,06848208;6,265753853;0,653266332;3;73;98;12,5;37;70,37;15,685;33,622;14,361;2,1;0;66,27;33,333;33,333;93,946;24,766;33,443
1104;Cadaval;21,48233216;5,06;28,65963484;3,722598166;0,101844517;0;91;100;4,5;25;11,05;0;46,364;0;7,754;0;53,736;33,333;33,333;69,045;0;62,818
1105;Cascais;16,48906174;14,07;72,08025812;24,51954239;2,512517234;0;100;100;1,1;49;347,44;0;26,302;3,315;4,183;0;25,001;33,333;33,333;76,123;3,233;76,23
1106;Lisboa;16,40495137;34,94;76,67685129;16,96650647;7,763135615;3;99;100;88,9;51;939,17;0,005;7,403;2,147;2,813;0;25;28,75;33,333;81,073;5,869;47,472
1107;Loures;16,95163807;1,22;55,76051735;14,4071587;2,522600607;32;100;100;3,1;45;492,61;4,927;37,537;1,39;15,798;0;36,006;33,323;33,333;98,961;8,839;60,399
1108;Lourinhã;22,44528875;16,07;33,37393209;4,927084548;0,749106834;0;100;100;26,3;47;23,24;0;33,629;3,816;1,841;0;33,304;33,333;33,333;67,308;3,906;87,311
1109;Mafra;16,44884115;15,88;43,21290709;11,6600967;0,276870652;2;89;100;14,1;49;139,75;0,031;42,831;1,545;18,71;0;40,426;33,333;33,333;74,918;1,524;76,87
1110;Oeiras;12,46414934;3,5;54,65693431;15,74963964;3,904164367;0;100;100;20,5;51;352,15;0;18,152;3,904;5,284;0;25;33,232;33,333;94,368;4,269;64,904
1111;Sintra;17,61023018;4,16;54,80487305;18,2341802;0,901021157;5;95;100;10,5;40;629,9;0;33,691;1,447;7,839;0;38,92;33,332;33,333;78,286;1,357;76,772
1112;Sobral de Monte Agraço;19,83888149;2,65;31,12546584;5,326277746;0;0;100;100;0;34;14,24;0;43,503;0;12,136;0;50;33,333;33,333;100;0;67,464
1113;Torres Vedras;20,18668596;3,07;42,28719276;9,032176339;0,156798657;3;94;99;0,6;47;132,99;1,627;35,098;3,329;6,056;0;42,529;33,333;33,333;75,186;3,82;73,04
1114;Vila Franca de Xira;14,04091816;0,9;45,52997347;15,20761646;1,70266484;0;100;100;7,6;51;298,97;9,667;16,493;44,478;4,808;0;31,931;33,318;33,333;83,714;69,356;46,577
1115;Amadora;19,03974563;1,39;66,52359405;20,5988193;3,425485434;0;100;100;0;41;321,53;0;18,632;0;6,15;0;27,42;33,333;33,333;100;0;58,797
1116;Odivelas;19,23870282;0,67;60,12;19,11323076;1,27930887;0;100;100;0,8;52;259,25;2,87;21,72;0,005;8,754;0;35,126;33,333;33,333;100;1,778;49,858
1201;Alter do Chão;16,53894737;4,09;22,67073703;-0,131604764;5,35483871;2;90;100;71,4;17;2,77;0;30,16;0;0,123;0;75;66,667;66,667;34,791;0;33,334
1202;Arronches;17,96701649;0;22,90212203;-1,721661212;3,346153846;0;86;78;66,7;11;2,46;0;37,961;0;0,527;0;98,915;34,857;66,667;34,725;0;36,177
1203;Avis;18,30195081;8,14;23,45671957;-1,533197939;0;1;81;81;100;14;3,55;0;23,546;0;0,181;0;75;66,667;66,667;34,844;0;33,333
1204;Campo Maior;15,81048642;1,1;15,55314361;-1,621168317;1,585127202;1;94;96;23,8;27;6,57;0;25,938;0;0,116;0;100;33,332;66,667;43,714;0;32,976
1205;Castelo de Vide;17,60603774;11,97;21,07317073;-1,648933172;0,993831391;2;83;87;88,9;15;2,65;0;57,942;0;2,608;0,597;82,029;66,667;66,667;33,262;0;40,694
1206;Crato;16,08503937;3,07;22,560868;0,150054227;0,955905026;0;88;92;76,9;18;2,88;0;40,275;0;0,07;0;75;66,667;66,667;33,343;0;33,453
1207;Elvas;18,23395722;5,79;25,33561644;1,209961988;2,211230724;0;86;86;15,4;29;34,5;0;32,586;0;0,416;0;100;33,333;66,667;34,865;0;38,305
1208;Fronteira;17,61983471;5,57;22,14440895;-1,683130381;3,42703119;0;98;98;100;13;2,65;0;25,587;0;0,139;0;75;66,667;66,667;33,333;0;33,333
1209;Gavião;17,88730159;1,89;22,29478199;-1,797117859;0,111731844;0;85;97;0;30;7,5;0;67,05;0;2,802;0;75;66,667;66,667;40,285;0;33,577
1210;Marvão;19,37851809;8,31;23,44790257;-1,585355949;0;4;71;75;0;15;2,73;0;63,013;0;9,858;0,827;92,21;66,667;66,667;33,038;0;61,13
1211;Monforte;18,26463878;1,23;22,28375957;-0,406994569;2,687060769;0;92;92;33,3;16;2,58;0;32,231;0;0,12;0;85,514;56,383;66,667;33,333;0;33,333
1212;Nisa;19,54256234;3,56;22,99159664;-0,044077412;0,054112554;1;94;98;50;19;5,78;0;60,201;0;3,652;0;77,438;66,667;66,667;35,304;0;33,303
1213;Ponte de Sor;23,23042506;5,72;27,84037631;-1,211589535;0,483412322;1;93;92;23,1;30;12,98;0;30,968;0;0,258;0;75;66,667;66,667;42,522;0;33,722
1214;Portalegre;15,29684211;2,86;19,73860974;-1,984017995;3,363319012;2;82;99;11,1;29;28,43;0;54,376;0;6,737;0,034;79,813;61,607;66,667;33,591;0;56,152
1215;Sousel;20,62700229;3,76;24,52846806;-0,671901659;1,375033702;2;99;100;50;14;3,94;0;24,24;0;0,408;0;75;66,667;66,667;33,333;0;33,394
1301;Amarante;30,67085202;2,87;27,69596827;1,449343605;0,845435331;1;77;92;24,3;52;93,51;0;65,65;0;28,681;17,635;74,514;100;33,333;33,333;0;55,095
1302;Baião;32,09081935;4,56;19,00409802;-6,111612875;0,049554014;0;41;82;35,3;38;15,93;0;76,217;0;39,83;29,814;66,743;90,528;33,333;33,333;0;62,869
1303;Felgueiras;24,472103;0;21,74543122;-1,476920844;0,730840669;4;44;90;4,3;42;84,99;0;45,96;0;12,981;0,991;75;100;33,333;33,333;0;51,916
1304;Gondomar;19,40315638;1,24;40,7163609;8,320236032;4,303431114;3;90;97;0;41;248,97;0;51,364;0;8,987;0;50;73,647;33,333;31,812;0;35,426
1305;Lousada;26,44618395;0,99;25,40767;4,655143106;1,407061267;0;86;89;17,5;51;77,79;0;46,251;0;8,333;1,023;57,552;100;33,333;33,333;0;45,317
1306;Maia;15,09859155;0,99;38,67380674;7,43623016;4,160693563;1;100;100;23,4;57;307,74;0;24,929;0;0,355;0;45,494;100;33,333;35,638;0;45,083
1307;Marco de Canaveses;31,68473896;2,44;27,27569775;2,470920539;0,328275752;0;51;54;7,7;45;63,28;0;60,348;0;25,677;5,401;53,38;87,626;33,333;33,333;0;43,458
1308;Matosinhos;16,03400121;3,7;52,75369399;12,49105203;5,351199535;3;99;100;23,6;54;361,61;0;12,514;13,677;0,261;0;27,03;90,455;33,333;37,805;4,833;60,48
1309;Paços de Ferreira;26,49595142;1,03;29,19675852;3,152694066;1,062650157;1;100;95;22,2;45;88,29;0;42,108;0;4,301;0,468;50;100;33,333;33,333;0;65,995
1310;Paredes;28,40804598;0,75;32,96915168;4,992741312;0,473663186;0;78;100;8,6;51;175,12;0;54,848;0;9,057;0,001;50;95,702;33,333;33,333;0;43,078
1311;Penafiel;26,65784114;1,55;29,24929798;3,55036408;0,849723124;2;86;99;32,6;46;121,91;0;56,991;0;13,862;0,323;50;95,08;33,333;33,333;0;44,316
1312;Porto;18,26096257;33,24;67,5072;22,51273845;10,594638;2;100;100;64,8;57;463,01;5,348;4,757;4,542;0,63;0;31,834;69,063;33,333;28,72;1,896;59,235
1313;Póvoa de Varzim;23,17348609;5,47;42,7157229;8,831713115;1,344809037;3;94;100;1,8;52;113,65;0;24,041;18,442;0,72;0;32,345;99,813;33,333;43,028;5,238;58,35
1314;Santo Tirso;18,53594771;0,58;25,92481203;2,329695989;1,72646256;1;79;92;18,8;33;106,29;0;48,874;0;10,46;0,012;50,504;100;33,333;33,333;0;45,269
1315;Valongo;18,00691563;0;39,86027812;8,724460492;2,796157428;0;98;99;6,7;46;187,77;0;55,829;0;8,415;0;50;100;33,333;33,333;0;40,607
1316;Vila do Conde;19,03244838;0;39,03127506;7,610236783;2,357140982;0;92;98;33,3;51;162,97;0;27,789;7,814;1,495;0;33,133;99,95;33,333;40,069;2,825;59,252
1317;Vila Nova de Gaia;18,41168659;0;48,31859106;13,0487956;2,461271693;2;88;90;16;49;654,52;1,66;24,081;4,33;2,2;0;33,691;66,632;33,333;37,832;1,955;55,096
1318;Trofa;18,42302158;0;35,3880811;8,453952608;0,782186337;2;97;96;18,2;46;106,17;0;47,287;0;3,768;0;50;100;33,333;36,392;0;40,229
1401;Abrantes;18,32791957;2,14;26,05329594;5,735610253;0,263769143;1;80;87;48,4;30;46,95;2,333;50,055;0;4,955;0;75;66,667;66,667;47,848;0;38,315
1402;Alcanena;18,64992826;1,38;23,71489706;3,945055035;1,086956522;4;94;100;0;36;49,98;0;49,517;0;7,52;0,093;75;56,776;34,313;68,825;0;45,132
1403;Almeirim;21,80673759;1,2;33,46523594;6,604696026;0,648284917;2;90;97;0;38;21,33;14,106;27,81;0,504;0,145;0;75;42,323;49,277;90,478;0,343;33,38
1404;Alpiarça;21,44618395;1,54;33,28306976;4,413713955;0,545634921;2;94;96;14,3;19;5,98;26,136;23,701;0;0,1;0;75;50,222;41,692;87,926;0;33,333
1405;Benavente;16,94457275;1,39;33,57422818;5,757345406;0,845539281;2;87;95;0;43;39,21;5,649;19,489;14,915;0,003;0;44,576;33,333;50,746;96,739;18,685;34,626
1406;Cartaxo;16,28012232;1,85;27,98833819;4,726516602;0,030323706;2;72;97;16;38;56,26;32,954;23,87;18,913;0,351;0;75;33,333;33,333;96,699;13,384;33,333
1407;Chamusca;19,76227898;1,92;23,00305764;3,743827868;1,580319322;2;82;95;44,4;28;7,86;5,762;42,904;0;1,825;0;75;66,667;66,212;63,816;0;33,474
1408;Constância;15,30385965;5,78;26,42235088;5,988065161;0,954979536;1;100;100;5,9;26;9,25;9,19;47,703;0;2,12;0;75;66,667;66,667;52,31;0;33,449
1409;Coruche;18,36531987;0,87;30,54980081;3,054387961;0,387659506;4;72;96;0;31;15,48;0;25,82;0;0,101;0;68,394;49,679;66,667;72,216;0,345;33,43
1410;Entroncamento;15,14708786;0,21;27,96939377;10,43264662;1,661742984;0;100;100;0;40;32,81;0,201;15,099;0;0;0;75;66,667;66,667;90,262;0;33,333
1411;Ferreira do Zêzere;22,24493927;5,03;28,77628919;2,503636131;0;0;29;98;60;27;9,51;0;60,808;0;11,488;0;75;66,667;66,667;33,333;0;49,104
1412;Golegã;15,91138273;7,51;30,42795478;7,682885122;1,510310775;5;99;99;0;19;4,59;53,58;19,835;0;0,116;0;75;66,667;60,435;89,087;0;33,333
1413;Mação;19,71275647;2,36;31,42053277;6,16827698;0;1;60;97;46,2;13;14,41;0;87,047;0;9,985;0,596;75;66,667;66,667;34,377;0;51,955
1414;Rio Maior;23,06937394;2,23;27,44650411;2,678777482;0,528227138;2;77;100;31,1;35;24,2;0;44,926;0;4,906;0;67,784;33,333;33,333;72,809;0;37,903
1415;Salvaterra de Magos;18,64066017;1,29;27,43998336;-0,625541588;0,544680851;2;79;98;2,1;42;25,15;10,221;28,614;8,141;0,125;0;70,176;33,333;42,552;99,438;8,463;33,333
1416;Santarém;18,69875;1,85;33,92843691;9,671460266;0,856506595;2;79;100;22;47;167,17;6,022;34,98;0,039;3,497;0;74,315;37,973;33,369;72,914;0,021;35,83
1417;Sardoal;19,43213988;4,41;31,90032666;6,958739916;2,422983731;1;87;100;50;50;3,06;0;71,551;0;9,204;0;75;66,667;66,667;33,774;0;58,611
1418;Tomar;19,64065855;0;33,23774217;6,990650762;0,577463719;1;56;100;0;30;57,76;1,425;49,908;0;2,557;0;75;66,667;66,667;38,763;0;37,8
1419;Torres Novas;15,89054054;0;27,73927114;5,113949012;0,420047733;1;69;98;29,3;35;58,9;1,061;37,718;0;4,608;0,03;75;66,667;63,832;72,282;0;35,788
1420;Vila Nova da Barquinha;12,57723077;0;21,30138248;3,24550302;1,470948762;1;84;100;12,9;43;16,42;5,696;49,076;0;2,714;0;75;66,667;66,667;58,199;0;33,4
1421;Ourém;19,89596167;6,5;33,85317546;8,530690249;0;1;49;100;0;35;64,99;0;55,715;0;6,587;0,113;69,806;66,667;65,122;45,411;0;44,106
1501;Alcácer do Sal;18,18023715;15,48;36,3889051;6,997218523;0,810692375;1;95;100;0;32;73,33;1,203;23,612;2,557;0,361;0;45,133;47,182;66,789;73,808;13,351;35,915
1502;Alcochete;13,94610778;2,47;41,6361991;13,23701034;0,83686805;1;95;98;10;55;74,31;0;12,96;29,472;0;0;29,76;33,332;52,191;72,636;61,07;27,488
1503;Almada;17,34376577;9,82;59,02727622;20,16087946;4,723043762;7;100;100;0;44;317,77;0;16,707;14,127;5,803;0;25;33,333;33,333;94,864;15,72;38,539
1504;Barreiro;15,97935904;1,25;50,76056338;20,77429336;0,992248062;2;99;100;30,3;42;138,64;0;18,241;18,224;0,122;0;25;28,902;47,992;84,629;40,191;28,373
1505;Grândola;19,99865501;24,26;47,31185337;18,07877066;1,279317697;2;85;82;14,4;39;39,02;0;28,871;4,863;0,323;0;42,878;45,984;66,667;77,478;5,917;40,75
1506;Moita;17,55218855;0,68;48,91827263;19,23944549;2,579153326;0;98;100;0;35;108,31;0;12,735;25,578;0;0;25;33,333;50,945;82,775;55,5;27,282
1507;Montijo;19,29530917;1,9;50,31852055;19,22036451;2,05535661;1;86;97;15;55;120,15;0;23,558;2,788;0,004;0;45,309;33,291;64,184;87,136;8,184;32,878
1508;Palmela;16,46256983;2,62;38,16740088;8,727603259;0,090249992;2;83;100;16;50;168,58;0,043;21,867;0,939;1,105;0;37,719;33,156;66,667;95,389;8,248;36,703
1509;Santiago do Cacém;15,43502135;6,02;36,89219051;9,710168034;0,816348597;2;63;88;9,8;41;26,88;0,314;25,73;1,328;0,452;0;45,76;54,488;66,667;66,131;1,241;39,987
1510;Seixal;16,26680244;2,92;47,1761194;15,85965618;0,954400848;4;98;100;0;47;291,79;0;21,451;8,699;0;0;25,055;33,324;38,342;90,88;23,675;31,106
1511;Sesimbra;16,09342749;15,3;40,79189621;10,677053;0,982915258;1;97;99;0;45;57,97;0;36,178;3,394;2,835;0;26,028;33,294;60,995;96,241;4,496;40,415
1512;Setúbal;16,84774536;7,36;48,28171827;18,68141373;3,687877226;1;98;99;8,2;46;155,79;0,277;21,296;21,675;7,838;0;27,243;24,892;66,667;77,037;40,467;32,605
1513;Sines;15,37534858;14,54;50,41603565;17,95892888;4,092071611;2;91;93;10,8;51;18,02;0;28,346;6,719;0,436;0;25;33,237;66,667;90,083;6,361;55,671
1601;Arcos de Valdevez;31,24927815;5,8;28,9796056;3,123519517;0,561829004;0;34;93;46,6;50;20,94;0,318;76,92;0;43,479;30,787;92,769;100;33,333;33,712;0;69,093
1602;Caminha;24,97959184;23,29;30,13731694;-0,211375712;0,133034589;1;83;99;6,1;41;23,43;0;64,35;6,161;16,861;1,218;42,456;99,941;33,333;33,731;9,567;74,835
1603;Melgaço;28,06329114;0;25,66059723;-4,241867373;0,226472068;1;70;87;55,6;43;7,15;0;81,966;0;33,424;62,101;100;99,999;33,333;32,314;0;73,726
1604;Monção;26,57283465;2,99;30,92267756;4,336685023;0,932417781;1;49;100;26,8;63;16,98;0;64,722;0;24,498;8,893;99,281;100;33,333;36,922;0;60,974
1605;Paredes de Coura;28,12815126;12,4;21,80186916;0,099458183;0,015701052;1;92;100;9,1;42;13,05;0;68,225;0;14,38;7,261;75,354;100;33,333;34,15;0;82,295
1606;Ponte da Barca;31,91397849;3,56;24,34317624;1,969072194;1,552238806;0;86;99;43,5;46;11,9;0,436;77,342;0;42,311;23,429;86,348;100;33,333;33,122;0;59,961
1607;Ponte de Lima;25,85842294;6,48;32,57509941;6,95028281;0,837654567;2;52;98;19;59;76,08;0,777;57,823;0;20,703;1,01;62,543;100;33,333;36,436;2,299;55,549
1608;Valença;23,84412955;0;28,9616464;3,262050219;1,113480218;2;69;100;10,3;49;24,12;0;58,199;0,568;16,964;0,932;75,035;100;33,333;39,768;1,904;65,125
1609;Viana do Castelo;19,63800277;0;36,51111707;8,566862538;0,906536497;4;78;98;24,4;55;142,81;0;53,677;7,131;13,8;0,581;37,827;99,862;33,333;38,676;6,938;64,976
1610;Vila Nova de Cerveira;23,14237288;0;23,7510034;1,702903528;1,01416613;1;61;100;20,8;54;12,6;0;64,204;1,748;17,095;0,174;60,992;100;33,333;34,017;4,82;71,018
1701;Alijó;33,2737069;5,1;28,39330544;-1,357053241;1,608187135;0;95;100;37,5;22;19,18;0;72,509;0;20,032;32,339;75;100;63,054;33,333;0;44,42
1702;Boticas;34,48874598;0,9;31,35453184;1,725754864;0;1;79;95;0;41;4,46;0;82,655;0;19,994;57,721;89,446;100;33,333;33,998;0;64,162
1703;Chaves;27,53765324;2,27;29,79310344;2,875571368;0,883877927;1;88;100;3,6;47;49,09;0,891;68,817;0;10,956;32,521;97,76;100;33,333;36,628;0;58,594
1704;Mesão Frio;33,29510155;8,34;27,72861156;-0,833371912;0,167434073;0;86;100;87,5;47;3,44;0;60,948;0;34,244;9,193;75;100;33,333;35,828;0;40,726
1705;Mondim de Basto;32,26260704;11,81;35,22009019;3,679569383;0,91423596;1;24;97;3,8;44;7,3;0;76,717;0;33,686;32,695;75;100;33,333;33,333;0;66,271
1706;Montalegre;36,20977597;5,31;31,59105431;2,666320614;0,19101328;0;49;100;0;31;8,18;0;80,688;0;18,924;80,69;95,801;99,999;33,333;33,143;0;80,029
1707;Murça;34,10631229;1,53;27,11688312;-1,84738181;1,595120807;0;91;100;25;40;12,12;0;74,36;0;17,567;31,107;75;100;58,954;33,333;0;49,926
1708;Peso da Régua;26,95116773;9,48;27,96072578;-0,818024091;3,602933362;0;85;100;59,4;50;23,78;2,439;61,275;0;25,326;16,287;75;100;38,863;34,011;0;42,34
1709;Ribeira de Pena;35,21550095;1,03;31,36281938;2,679824609;0,734272673;0;58;98;14,3;23;10,95;0;78,816;0;31,319;41,556;75;100;33,333;33,338;0;61,732
1710;Sabrosa;27,51467269;3,63;26,3108239;-1,445115866;1,180541421;0;75;100;61,5;47;6,29;0;70,814;0;18,725;30,578;75;100;58,092;33,333;0;47,383
1711;Santa Marta de Penaguião;37,23809524;3,15;29,43502621;-1,622387672;1,454394349;0;100;100;20;25;6,77;0;63,035;0;29,881;16,633;75;100;33,333;35,104;0;45,59
1712;Valpaços;38,14754098;0;22,38461538;-0,858719979;0,289603244;0;98;98;6,7;44;13,11;0;67,494;0;10,095;33,024;83,289;100;45,598;33,376;0;61,845
1713;Vila Pouca de Aguiar;32,17759839;0;23,99395922;-3,456243568;0,242154204;0;100;100;10;45;26,07;0;77,579;0;15,932;63,035;75;100;33,333;34,997;0;70,216
1714;Vila Real;21,01232877;0;26,27709905;1,396156899;1,988376649;6;77;100;0;57;97,53;0;71,812;0;17,771;48,717;75;100;33,904;34,905;0;62,837
1801;Armamar;32,38785504;6,72;28,52758802;0,765454806;0,041034058;0;81;100;16,7;57;4,89;0;69,192;0;23,391;36,232;75;100;66,114;33,333;0;55,599
1802;Carregal do Sal;22,43304348;0,52;21,26538294;1,916399539;0,754884547;1;78;100;53,3;33;7,64;0;69,025;0;6,795;0;75;66,667;66,667;33,333;0;58,936
1803;Castro Daire;31,81124072;3,3;25,40749454;3,408641459;0,069198831;0;67;95;26,5;51;22,17;0;82,55;0;23,497;50,842;61,795;67,392;50,701;33,83;0;73,551
1804;Cinfães;38,12406948;1,21;26,99505223;2,557192546;0,237510238;5;34;53;38,5;34;17,72;0;79,787;0;41,938;40,306;50;66,667;33,333;33,433;0;69,161
1805;Lamego;28,6124498;2,75;23,04361469;1,44809509;0,506827261;0;85;95;51,1;55;38,61;1,269;69,135;0;28,912;41,918;75;96,115;37,461;34,164;0;63,74
1806;Mangualde;21,17488076;1,56;21,94061028;3,507564435;0,779241019;0;81;96;7,8;31;36,88;0;73,038;0;7,894;14,227;75;66,667;66,667;33,333;0;77,949
1807;Moimenta da Beira;29,41603053;0,82;21,27024219;-4,526150094;0,492362075;0;85;100;27,5;47;9,6;0;72,168;0;8,136;62,327;75;98,043;66,667;33,333;0;78,017
1808;Mortágua;22,01330798;1,88;19,63779873;0,168806859;0,940642232;1;85;100;35,5;48;7,46;0;66,407;0;11,298;1,951;50,352;66,667;62,502;35,917;0;47,831
1809;Nelas;20,91401869;4,34;20,46331722;1,178688125;0,513278286;0;90;90;35,3;39;10,9;0;63,315;0;6,451;0;75;66,667;66,667;33,333;0;38,147
1810;Oliveira de Frades;20,27324478;4,31;25,6854804;4,304245924;0,406160095;0;42;94;22,2;39;14,28;0;71,088;0;20,373;10,85;50;66,667;35,559;33,594;0;60,976
1811;Penalva do Castelo;29,31588785;1,24;31,00557379;2,597305604;0,473352034;0;97;97;42,9;37;6,18;0;69,326;0;10,748;19,893;75;66,667;66,667;33,333;0;82,481
1812;Penedono;27,92351816;0,86;25,38411903;-0,729118933;0;0;92;100;0;33;2,29;0;77,341;0;7,359;67,962;75;100;66,667;33,333;0;61,39
1813;Resende;40,34218289;39,77;24,57663629;-3,792215138;0;0;74;88;27,3;30;8,82;0;77,591;0;47,96;48,352;64,014;81,97;33,333;34,51;0;70,888
1814;Santa Comba Dão;22,94899818;2,48;24,18869866;1,274630222;1,625792229;0;81;100;25,9;50;9;0;64,323;0;4,215;0;73,783;66,667;66,667;33,333;0;58,741
1815;São João da Pesqueira;32,77904762;4,07;27,90200446;-1,848354225;0,767888307;0;89;100;23,1;27;6,11;0;67,358;0;22,633;23,025;75;100;66,667;33,333;0;36,949
1816;São Pedro do Sul;25,89057239;11,24;34,20182341;9,169882381;0;1;44;72;0;35;13,29;0;78,678;0;27,823;23,904;50;66,667;40,761;34,264;0;57,367
1817;Sátão;28,48192771;0,91;18,0962857;2,349992452;0,104766894;0;100;100;0;21;9,66;0;67,204;0;5,723;39,105;75;67,532;66,667;33,333;0;75,86
1818;Sernancelhe;31,20162602;3,54;27,7427817;-0,904696998;0;5;75;91;11,1;47;4,4;0;76,618;0;7,764;55,6;75;99,984;66,667;33,333;0;69,778
1819;Tabuaço;34,35407725;3,18;27,48063781;-1,9564851;0,387685291;0;100;100;12,5;38;4,93;0;74,421;0;29,982;35,078;75;100;66,667;33,333;0;49,002
1820;Tarouca;29,99808061;3,15;26,4282353;6,90333437;0,33675433;0;99;100;18,8;64;6,25;0;76,948;0;20,736;60,211;75;96,26;66,66;33,333;0;74,555
1821;Tondela;21,38765009;0;26,63595505;1,924524043;0,185894547;0;79;85;0;40;25,45;0;69,936;0;14,989;12,182;59,528;66,667;61,712;33,818;0;57,118
1822;Vila Nova de Paiva;28,72351885;0;32,16730038;4,267016379;0,666380052;0;98;99;45,5;69;4,02;0;83,61;0;3,451;65,726;75;69,403;66,667;33,333;0;82,188
1823;Viseu;18,68322148;0;28,91573527;5,710846229;0,749212067;0;96;98;18,5;56;143,39;0;61,538;0;7,133;14,987;66,142;66,667;66,667;33,338;0;50,677
1824;Vouzela;22,01330798;0;22,89584101;-3,462898932;0,192279249;0;47;89;0;48;30,36;0;75,476;0;19,64;27,238;50;66,667;50,474;34,411;0;68,939
3101;Calheta (R.A.M.);28,61551433;0;38,35317073;-8,94777537;0,768211921;12;5;100;0;38;9,45;;;;;;;;;;;
3102;Câmara de Lobos;23,43911439;0;39,54154728;4,574052058;6,613093483;0;59.5;100;3,1;31;47,22;;;;;;;;;;;
3103;Funchal;16,65229722;0;55,15253574;13,86853672;6,487568956;1;96;100;46,7;56;151,77;;;;;;;;;;;
3104;Machico;21,4521576;0;32,96410856;2,145742198;2,902508091;2;41.6;100;35,3;44;27,16;;;;;;;;;;;
3105;Ponta do Sol;27,72644377;0;58,24797667;10,12338225;0,040966817;0;57.8;100;37,8;44;6,88;;;;;;;;;;;
3106;Porto Moniz;19,3454075;0;50,16813049;10,07080689;2,42814668;0;85;100;;31;2,1;;;;;;;;;;;
3107;Ribeira Brava;24,04285714;0;55,97822196;11,20462567;0,30403938;0;25.9;100;;35;16,86;;;;;;;;;;;
3108;Santa Cruz;15,96518607;0;43,15705766;11,95258766;2,944507361;0;80;100;27,8;32;53,6;;;;;;;;;;;
3109;Santana;25,65820643;0;57,85466236;8,676943528;1,651560926;0;5.2;99;0;26;5,99;;;;;;;;;;;
3110;São Vicente;26,98974359;0;59,17710903;12,25524886;0,420609884;0;8.8;99;20;37;4,44;;;;;;;;;;;
3201;Porto Santo;13,98189563;0;42,92687581;7,885136964;1,122082585;0;93.7;100;8,3;57;4,26;;;;;;;;;;;
4101;Vila do Porto;17,0779298;0;27,45293073;0,971338339;0,142166619;0;;;30;;4,31;;;;;;;;;;;
4201;Lagoa (R.A.A.);25,47746479;0;29,9198056;-3,169936666;3,728748068;0;;;30,2;;15,46;;;;;;;;;;;
4202;Nordeste;29,87692308;0;34,15550826;0,94676074;1,826484018;0;;;66,7;;3,83;;;;;;;;;;;
4203;Ponta Delgada;15,58938724;0;30,78639152;3,935468664;1,653930702;0;100;97;26,8;;73,52;;;;;;;;;;;
4204;Povoação;30,89868668;0;35,08297604;-0,042257606;1,99382196;0;;;6,3;;4,91;;;;;;;;;;;
4205;Ribeira Grande;25,03044872;0;24,80227853;-2,727786228;5,877268799;0;;96;31,3;;34,06;;;;;;;;;;;
4206;Vila Franca do Campo;32,84275618;0;34,96246649;1,144898161;4,320691311;0;;100;31,3;;9,55;;;;;;;;;;;
4301;Angra do Heroísmo;16,11713396;0;25,81593132;2,12837205;3,136851578;0;;;0;;37,54;;;;;;;;;;;
4302;Vila da Praia da Vitória;16,67854785;0;31,82918149;2,714627266;2,330617717;0;100;100;41,5;;18,5;;;;;;;;;;;
4401;Santa Cruz da Graciosa;21,64963504;0;30,97854652;1,066887146;2,03870076;0;;;58,8;;3,41;;;;;;;;;;;
4501;Calheta (R.A.A.);22,68210863;0;31,83886473;-0,821574114;0,081766149;0;;;66,7;;2,93;;;;;;;;;;;
4502;Velas;20,43289474;0;25,75317525;-3,466649821;0,432098765;0;;;23,1;;4,19;;;;;;;;;;;
4601;Lajes do Pico;18,77414449;0;30,15260116;1,986605848;0,156054931;0;;;40;;3,66;;;;;;;;;;;
4602;Madalena;15,96226415;0;47,40584146;7,593330445;0,17366136;0;;;16,2;;4,7;;;;;;;;;;;
4603;São Roque do Pico;19,11921296;0;30,21372719;0,948397236;0,17905103;0;;;38,1;;2,63;;;;;;;;;;;
4701;Horta;14,94477791;0;22,65919196;3,61266272;1,148942133;2;100;100;44,4;;15,19;;;;;;;;;;;
4801;Lajes das Flores;19,20516129;0;28,76426799;2,618785745;0,197628458;0;;99;0;;1,17;;;;;;;;;;;
4802;Santa Cruz das Flores;19,20516129;0;28,76426799;2,618785745;0,766609881;0;;;0;;1,78;;;;;;;;;;;
4901;Corvo;19,20516129;0;28,76426799;2,618785745;0;0;;;0;;0,33;;;;;;;;;;;
