municipality_code,municipality_name,beneficiarios_rsi,disparidade_ganho,indice_gini,ganho_medio_mensal,per_pop_ensino_sec_cpmpleto,txt_desemprego,agregados_unipessoais,residentes_65_ou_mais_anos,txt_bruta_natalidade,txt_bruta_crescimento_efectivo,a_apoarrend,prop_vagos,prop_edificado_reparacoes_prof_med,ind_env_edif,consumo_energetico,alojamentos_ar_condicionado,prop_sem_aquecimento,prop_pedonal,prop_transporte_colectivo,pop_risco_pobreza,proporcao_al,txt_esforco_2023,variacao_txt_esforco_2017_2023,prop_fogos_hab_social,aru_oru,prop_drenagem_agua,prop_abast_agua,r_edi_habfa,certificacao_a_c,emicao_co2_transportes,cheias_inu,incendios,inund_galg,movi_massa,nevoes_pon,onda_de_calor,onda_de_fr,seca_ponde,sismo_pord,tsunami_po,ventos_for
0108,Estarreja,78.4140636788894,67.71653543307087,68.55670103092783,36.11584327086882,34.8009784300645,79.06839622641509,77.26755218216319,62.71691973969632,49.999999999999986,69.27083333333334,98.71421639980592,57.2139303482587,53.21496036928056,95.01412084655348,87.7838072498372,1.62897888433659,73.7879191792685,6.226415094339623,26.190476190476183,70.69606823700583,98.89132935885368,78.55215712674605,50.61790568084955,96.42472089183228,3.125,8.047210300429185,100,92.9,49.275362318840585,90.60755826338888,80.44046285927584,76.47921593596507,59.62724630804816,99.37512488419829,100,100,44.38009266656015,100,60.77020202020202,69.64069438837303,84.62141423031436
0110,Ílhavo,88.99200241436547,64.04199475065617,52.57731958762884,29.51120429825711,55.94841005114522,78.47877358490567,64.89563567362428,70.49891540130152,47.91666666666666,89.2361111111111,98.87190684133915,80.09950248756219,71.37049828091754,95.32268749346257,86.22096809203386,1.8141348881185,74.9343569177997,4.150943396226416,13.690476190476192,79.86815020110254,92.04058152912876,63.100487422078125,37.77315553333682,98.06406947552148,3.125,9.120171673819742,100,89.6,62.31884057971014,93.65280558987688,84.12094064949609,85.85251046025105,16.63750667220213,100,100,100,44.38408691484263,100,62.18153759820426,51.38560470615376,75.37611045408289
0112,Murtosa,96.42372114078768,80.31496062992126,56.18556701030928,11.289477132748008,24.438514565265727,86.02594339622642,63.79506641366224,61.98481561822127,52.08333333333333,95.48611111111111,99.34497816593888,94.52736318407962,85.54470018426733,91.0620271259719,77.11742999782939,0.360463283958399,69.9758936762199,7.358490566037734,27.083333333333332,46.39284552218142,93.47348603702542,72.03628711730174,51.583667551453296,83.65852642629224,6.25,9.549356223175966,97.87234042553192,63,44.927536231884055,99.07012909547954,64.46995147443076,84.84969074040387,0,100,100,100,44.38009266656015,100,73.79629629629629,19.290328161947055,74.38873456365687
0114,Oliveira do Bairro,89.93511392787083,71.65354330708662,73.19587628865978,22.919669768051374,45.34133867022461,88.79716981132077,76.47058823529413,64.9945770065076,54.166666666666664,94.79166666666669,99.35710819990295,66.66666666666666,57.256434833225654,94.99581604546565,85.99088343824614,1.829892845887173,80.59690292111998,2.641509433962263,18.75,74.62149863287499,98.85995188787784,78.2631979698981,46.8966284490986,99.58265224352168,18.75,9.97854077253219,100,92.7,56.52173913043478,95.95245196199564,100,72.05634891759142,100,99.63306751920946,100,87.01333333333332,44.38009266656015,100,48.74999999999999,98.5596055135821,91.67881404879122
0115,Ovar,88.98445752225743,75.85301837270342,61.340206185567006,26.883763595859005,48.87702913053147,73.87971698113208,78.17836812144212,70.63449023861172,52.08333333333333,73.95833333333334,96.7734109655507,89.05472636815921,74.70358047153925,94.3856560092047,85.85630562187974,2.8974944847147808,70.16469911653151,9.245283018867925,27.678571428571423,77.49352023152876,91.8941533312415,70.7397088129123,49.02243824456863,91.18966684845672,3.125,9.334763948497852,100,99,56.52173913043478,88.06079843210772,92.3385591638671,75.67764235037293,62.96186465808671,99.93460609253238,100,99.98666666666664,44.39207541140757,100,60.7168911335578,79.51727319914643,69.99367419345967
0117,Sever do Vouga,98.03832805190886,70.86614173228347,76.8041237113402,22.238238762940636,31.28752501667779,95.6367924528302,65.38899430740037,48.96963123644252,58.33333333333333,57.8125,99.78165938864628,46.2686567164179,72.5565937343155,94.45626024197205,78.88864771000651,1.4123069650173337,86.8419691655443,3.207547169811322,29.761904761904763,65.57947625971204,96.1719485409476,90.2811280610139,62.15770697342432,97.50645161259877,0,6.330472103004292,72.3404255319149,61.9,47.82608695652174,98.12321588343062,100,26.406448972166647,100,57.40495177199324,98.50496167330203,66.66666666666666,44.38009266656015,100,93.38664421997755,100,62.23906048021123
0118,Vagos,92.63618530255016,77.42782152230971,67.01030927835052,21.130913379635707,36.046253057593965,86.32075471698114,69.56356736242884,63.58459869848157,58.33333333333333,95.3125,99.4784085395439,79.10447761194031,59.70926334471153,98.35518287367944,80.25179075320165,0.9553261897258116,80.02028766278141,0,25.89285714285714,61.61351031026808,95.88955130216505,71.76359991137105,43.275856743277835,96.9825928833057,3.125,9.334763948497852,100,100,65.21739130434783,96.43283200545352,97.17805151175811,61.09355102783337,81.22590593677718,99.7802038110116,100,100,44.38009266656015,100,48.49326599326599,89.38087548301516,85.40938969718638
0111,Mealhada,97.81198128866755,70.86614173228347,69.58762886597938,25.396409382780767,46.83122081387592,87.50000000000001,70.1707779886148,58.378524945770074,38.541666666666664,65.97222222222221,99.4784085395439,53.73134328358209,64.35151191350145,94.3037202329068,87.34968526155849,1.6506460762685156,84.68323066270229,6.226415094339623,29.761904761904763,79.84687102714484,97.46888400794896,85.50860676322672,54.839363128720834,96.5472468242898,9.375,8.798283261802576,100,75,66.66666666666666,96.3763793617656,100,57.6871475350191,100,89.45704891827577,99.97147780616793,66.66666666666666,44.38009266656015,92.96503517482412,75.76739618406285,100,88.23812536098352
0601,Arganil,90.96121925456468,84.51443569553805,83.50515463917525,7.68575547110471,23.437847453858137,85.08254716981133,47.286527514231494,38.6117136659436,31.249999999999993,65.79861111111111,99.90295972828724,70.64676616915423,58.121282671131645,80.75642411352464,78.94074234859995,0.7130475890324615,89.25401001613147,15.471698113207546,29.761904761904763,61.6496633526049,95.55485827842276,87.22906320876753,58.69512720863038,97.93331188852324,3.125,6.223175965665236,82.97872340425532,92.3,49.275362318840585,99.03071875932002,100,7.574586137893403,100,56.18063250440501,70.98342147483511,33.33333333333333,44.38009266656015,49.99925000374998,85.28198653198653,100,12.900519816276576
0602,Cantanhede,93.46612343443488,77.95275590551182,64.9484536082474,22.10719433888088,37.002446075161224,84.66981132075473,62.99810246679317,46.66485900216921,49.999999999999986,69.09722222222221,99.40562833575936,62.189054726368155,64.77704047427176,95.42379972804297,81.68873453440418,1.8476205483769303,83.774281002567065,5.283018867924528,21.72619047619047,61.5841539128714,98.91224767283757,82.20036944431827,55.73776598513921,99.50279615971778,3.125,9.97854077253219,97.87234042553192,82.4,73.91304347826086,93.82535895360232,100,59.3016645442969,95.27311547357807,99.84014822619028,100,86.27200000000002,44.38009266656015,99.92650036749816,61.48989898989898,98.84941461445295,87.7719409224676
